supplier_id,supplier_code,supplier_name,supplier_type,gst_number,pan_number,email,phone_number,contact_person,address_line_1,address_line_2,city,state,country,postal_code,payment_terms_id,bank_name,bank_account_number,ifsc_code,supplier_status,created_date,modified_date
89,SUP00089,Kothari-Mohanty,Service Provider,33VUBMB2172L6Z2,EMUDI4226H,waida25@chanda.com,05436955194,Qabil Maharaj,"765, Subramaniam Street",,Lucknow,Uttar Pradesh,India,476146,10,Kotak Mahindra Bank,99689418119336,KOTA0509801,Active,2022-04-05,2023-05-11
90,SUP00090,Madan Group,Equipment Vendor,06VXSFH3401F6Z5,BLKOQ8406Y,azaan64@dixit.info,3776205914,Anamika Sant,"29/81, Oza Zila",Unit 69,Surat,Gujarat,India,090801,6,ICICI Bank,107368016521,ICIC0957761,Inactive,2017-07-28,2021-02-18
91,SUP00091,"Chander, Keer and Dewan",Contractor,01KPISP1210T4ZG,MPWIH9156M,battafalak@pillay.com,+913761697982,Lipika Deep,"12
Dora Ganj",Suite 10,Noida,Uttar Pradesh,India,665254,6,Axis Bank,5937333614938771,AXIS0339218,Inactive,2022-04-01,2026-04-13
92,SUP00092,"Manne, Ghosh and Deep",Service Provider,05KLCIK2027O8ZJ,CUPAN3779V,harshil83@saha-thaker.com,+910768257547,Xiti Gopal,"908
Iyengar Road",,New Delhi,Delhi,India,070766,2,State Bank of India,05513868668755,STAT0707413,Active,2025-04-09,2025-10-15
93,SUP00093,Chaudhuri LLC,Equipment Vendor,23DHJCR9431L2Z3,AKIHX7715F,wnadkarni@shroff-sharaf.com,8986676665,Janaki Dua,"47/88
Chaudhuri Chowk",,Ahmedabad,Gujarat,India,444803,10,State Bank of India,456647001144,STAT0282332,Active,2021-03-15,2023-01-11
94,SUP00094,Varughese LLC,Logistics Provider,23ISYZO1794K3Z2,LKVCD6785C,onaidu@khare.com,+910501825107,Xiti Sant,"H.No. 35, Bhalla Circle",Suite 44,Coimbatore,Tamil Nadu,India,867358,7,Axis Bank,778927870059,AXIS0571886,Active,2018-05-02,2018-07-10
95,SUP00095,"Khare, Mall and Joshi",Logistics Provider,08FQUMG0762C7ZC,PQVHY0637Q,charles37@dani.com,+910540338015,Lopa Dugal,"H.No. 30
Aggarwal Zila",Suite 48,Nagpur,Maharashtra,India,933496,10,Axis Bank,2560213528219588,AXIS0487647,Active,2021-08-23,2021-11-12
96,SUP00096,Bumb-Buch,Service Provider,22DIMJA4385U9Z8,NBFRY8260K,ekapad88@pingle-bath.net,02589400441,Ijaya Mane,"28/987
Majumdar Marg",Suite 27,Jaipur,Rajasthan,India,075514,6,ICICI Bank,31441710328,ICIC0527336,Blocked,2021-03-10,2023-04-12
97,SUP00097,Sen PLC,Raw Material Supplier,08WWSZL7006X4ZE,MAQYX6220W,gdar@majumdar-mand.info,04940514884,Lipika Ram,"60
Rastogi Street",Unit 7,Kolkata,West Bengal,India,401441,5,IndusInd Bank,03920761989,INDU0612584,Active,2019-06-02,2019-09-24
98,SUP00098,Arora-Vala,Goods Supplier,21MDNHM9540J2ZH,IMBBF5033I,zpant@divan-sarna.net,+918249685466,Anya Devan,"43
Comar Marg",Floor 18,Hyderabad,Telangana,India,094443,3,Yes Bank,867803696407,YES 0396046,Active,2018-12-26,2023-07-10
99,SUP00099,Bhatia LLC,Logistics Provider,35EDFSS3484G2ZD,EOWUW8717M,keerchristopher@mane-shukla.info,+916308353518,Nathan Bains,"94/53
Muni Chowk",Floor 19,Hyderabad,Telangana,India,552220,7,State Bank of India,079639584082,STAT0894855,Active,2024-09-25,2025-03-13
100,SUP00100,Kashyap PLC,Raw Material Supplier,26AMZHA7711O9Z2,DUKEK1869G,gadesachi@tata-barad.com,+912326520016,Pratyush Khatri,"40, Lata Marg",Suite 40,Lucknow,Uttar Pradesh,India,397224,1,ICICI Bank,224973558900,ICIC0562289,Active,2024-02-20,2024-10-10
101,SUP00101,"Randhawa, Mohanty and Chadha",Service Provider,15JUQFL4503A0ZI,HNSDI3867O,bhavani36@bhattacharyya.info,00316708219,Banjeet Sharma,"H.No. 586, Rege Zila",Suite 29,Amritsar,Punjab,India,968463,5,IndusInd Bank,85193110489,INDU0821006,Active,2021-08-10,2026-04-05
102,SUP00102,Radhakrishnan-Mukhopadhyay,Equipment Vendor,12SQAMW6327H8Z0,AXJEG8625Z,priyaborde@ramakrishnan.org,3586560563,Yochana Bajwa,"99
Chaudhary Path",,Amritsar,Punjab,India,213488,3,State Bank of India,9902839318397782,STAT0463167,Active,2020-09-04,2022-04-29
103,SUP00103,"Sheth, Butala and Wable",Raw Material Supplier,19HVUSI8509B3Z4,LYUFW1282Z,ekansh41@chaudhary.org,9540875087,Ayaan Mutti,"H.No. 271
Soman Road",Floor 3,Chennai,Tamil Nadu,India,762639,2,ICICI Bank,878183514448,ICIC0266270,Active,2020-02-29,2023-04-10
104,SUP00104,Mandal-Sunder,Goods Supplier,34OBCXB9302Z9ZD,KYYZE3306L,zkhatri@vohra.com,3931436645,Victor Kant,"779, Sahota",Floor 11,Pune,Maharashtra,India,507243,3,Axis Bank,98633009206673,AXIS0167315,Active,2018-08-12,2020-11-20
105,SUP00105,"Kannan, Krish and Comar",Logistics Provider,34QYUHX2134J8ZN,VDWKI1707Z,dugaransh@bhagat-kumer.com,04975164060,Utkarsh Pal,"85/471, Thakur Path",Suite 34,Jaipur,Rajasthan,India,964429,7,IndusInd Bank,0993106904331857,INDU0423576,Active,2017-03-31,2026-02-27
106,SUP00106,"Nanda, Pandya and Bahl",Goods Supplier,18ZTGPK9556Y5ZF,GKDKG2841U,fissac@pal.com,04970310668,Idika Cheema,"85, Sura Marg",Unit 44,Amritsar,Punjab,India,008710,10,IndusInd Bank,655607903765,INDU0553660,Inactive,2023-11-06,2024-02-01
107,SUP00107,Ravi Inc,Raw Material Supplier,11ETKJO5844D9ZL,HGUFE4206A,nandini30@sathe-bhatnagar.org,+919562603800,Damyanti Narang,"H.No. 822, Rout Circle",Suite 38,New Delhi,Delhi,India,415635,3,Kotak Mahindra Bank,76450263914743,KOTA0245720,Active,2016-02-07,2023-01-29
108,SUP00108,Kulkarni Group,Raw Material Supplier,14MYJWN0076G9Z1,ATYNK9391R,kalaabha@pillay.com,+910393575706,Hardik Sahota,"155
Dube Road",Suite 33,Pune,Maharashtra,India,012153,5,Yes Bank,395566567861,YES 0463314,Active,2020-12-07,2025-11-21
109,SUP00109,Venkatesh-Bahl,Goods Supplier,23QVXXW2904U8ZM,YCCXP6619Y,vidhichatterjee@ganguly-subramanian.info,09332256834,Om Chahal,"66, Bajaj Marg",Unit 59,Mumbai,Maharashtra,India,191975,1,Yes Bank,9443104316366289,YES 0563720,Active,2018-10-28,2023-05-02
110,SUP00110,Doctor Group,Service Provider,32RUCMR2550R6ZY,UYUKM5766R,bahadurjitnatarajan@kalla.org,+919994532995,Vidhi Grover,"04/820
De Path",Unit 75,Noida,Uttar Pradesh,India,491717,8,Punjab National Bank,93328691434,PUNJ0427795,Active,2024-07-13,2025-08-04
111,SUP00111,Comar-Vig,Equipment Vendor,11GKVSA3828R3ZG,LVNHI6290P,chavvi09@pingle-master.com,+917257670364,Akshay Chhabra,"30, Lal Ganj",Suite 15,Mysuru,Karnataka,India,087701,2,Axis Bank,73329259540,AXIS0231845,Active,2019-12-16,2023-11-24
112,SUP00112,Sen LLC,Goods Supplier,06HMGTW2912C7ZR,MYLLT4392M,wvyas@sandhu-ratti.com,9169197608,Ganga Kota,"75/82
Rana Nagar",Floor 9,Bengaluru,Karnataka,India,743365,4,Punjab National Bank,013406532882,PUNJ0423865,Active,2023-11-29,2025-11-09
113,SUP00113,Sangha-Kala,Goods Supplier,06QQSEQ6293B2ZN,EAXGZ1475O,waliadvika@walla.com,+911311366000,Garima Buch,"18/08
Mohan Circle",Unit 1,Hyderabad,Telangana,India,649578,10,Kotak Mahindra Bank,95910678024,KOTA0953279,Active,2021-12-27,2024-12-14
114,SUP00114,Hans-Venkatesh,Equipment Vendor,25LXBDZ5255B8ZP,CIJCS6526W,praneel14@anand.com,+912229629467,Urvashi Pandit,"H.No. 781, Devan Road",Floor 20,Mysuru,Karnataka,India,084203,1,Kotak Mahindra Bank,30259478337,KOTA0388980,Under Review,2024-05-18,2026-05-08
115,SUP00115,Savant and Sons,Goods Supplier,04IIWVQ4904X3ZY,EIMJV8758S,yashvilanka@gill.com,06695119714,Ryan Naik,"986, Atwal Road",,Amritsar,Punjab,India,126471,6,IndusInd Bank,022185812548,INDU0664989,Active,2022-10-15,2025-08-17
116,SUP00116,Ahuja-Nazareth,Raw Material Supplier,11XBNQJ2707B2ZH,CQHWC6749Z,bariakabir@barad.com,5761256546,Gayathri Pillay,"H.No. 17
Soman Marg",Suite 36,Ludhiana,Punjab,India,055520,9,IndusInd Bank,963190389846,INDU0880037,Active,2020-03-13,2023-11-17
117,SUP00117,Devi PLC,Contractor,04SRVFW4081S8Z7,AOVAG6300T,chakrika87@kibe.biz,+915091290734,Gabriel Brar,"53, Mand Zila",Floor 14,Nagpur,Maharashtra,India,099074,10,Punjab National Bank,8946892150680301,PUNJ0360186,Active,2023-11-23,2024-02-20
118,SUP00118,Sodhi-Bhatt,Raw Material Supplier,06MVJEW3100L7Z4,EGIYX7261Z,chaudharykrishna@biswas-bhargava.com,7126826514,Vidhi Tella,"830
Narayan Circle",,Kolkata,West Bengal,India,240219,4,ICICI Bank,14582482934948,ICIC0324126,Active,2021-03-06,2026-06-21
119,SUP00119,"Purohit, Mand and Chakrabarti",Goods Supplier,37LYSDS4267X4ZJ,PLVKJ4337Y,finn43@zacharia-hayre.com,02255937860,Vrishti Palla,"77/10
Kohli Ganj",,Chennai,Tamil Nadu,India,624259,6,HDFC Bank,89431389903937,HDFC0546902,Active,2017-12-04,2024-01-20
120,SUP00120,"Pingle, Varma and Taneja",Service Provider,07ABDYD4504X8ZX,DEZQI6581V,jhalak27@rattan-mohanty.org,08834909913,Jeevika Thaker,"596, Sawhney Ganj",,Mumbai,Maharashtra,India,186295,10,Axis Bank,28910213991152,AXIS0829310,Inactive,2023-10-24,2025-02-28
121,SUP00121,"Muni, Chaudhuri and Deshpande",Contractor,32XTRTB9623W3ZW,RKYTI9564X,eshanamurthy@oak-balasubramanian.com,3033119809,Rachita Dass,"57/775
Raju Circle",Unit 69,Hyderabad,Telangana,India,960227,2,HDFC Bank,31578739589,HDFC0566969,Active,2018-07-07,2019-10-16
122,SUP00122,Cherian Group,Equipment Vendor,01ZAUZN5199S1Z3,DBGPO0890C,upadhritidash@bahri-handa.info,04738642805,Harinakshi Kant,"03/789, Randhawa Street",Unit 34,Ludhiana,Punjab,India,049006,5,Kotak Mahindra Bank,4390948587526040,KOTA0316722,Active,2023-05-25,2026-02-10
123,SUP00123,Dani Inc,Logistics Provider,32XMTEI8718H0ZO,WGJEY2019P,alexander50@tella.com,6247640844,Nathaniel Balasubramanian,"56/936, Kumar Nagar",,New Delhi,Delhi,India,146940,6,Kotak Mahindra Bank,8553441236568162,KOTA0953266,Active,2025-06-18,2025-07-09
124,SUP00124,"Shenoy, Pandey and Minhas",Raw Material Supplier,11EHKNV2231U6Z1,LSQFO6951I,mitalvritti@gulati.biz,+916095996627,Zinal Sengupta,"H.No. 06, Nigam Path",Floor 9,Hyderabad,Telangana,India,851854,6,State Bank of India,228682515413,STAT0394966,Active,2021-06-13,2024-10-02
125,SUP00125,Savant-Oak,Logistics Provider,11ZIHFW9324H7Z5,TUVDW8376D,battainaya@chada-hari.biz,1705498160,Caleb Sathe,"H.No. 58
Lata Ganj",Suite 37,Coimbatore,Tamil Nadu,India,016171,6,Kotak Mahindra Bank,303757466221,KOTA0798731,Active,2025-12-12,2026-06-21
126,SUP00126,Sehgal-Ben,Logistics Provider,31OMXDI6065K6ZJ,KVKPX8966U,nazarethmohini@nayar.biz,05414908309,Charvi Mane,"H.No. 013, Verma",Suite 8,Coimbatore,Tamil Nadu,India,441924,8,Punjab National Bank,622540752254,PUNJ0918226,Active,2023-10-07,2025-06-14
127,SUP00127,Hora Ltd,Service Provider,32RLXGC3222D4ZP,ZLWYQ6410H,jsahni@gala.com,+912390144395,Indrajit Dass,"23, Anand Ganj",Floor 1,Lucknow,Uttar Pradesh,India,817687,1,Yes Bank,95356173957,YES 0925560,Active,2017-11-26,2021-08-18
128,SUP00128,Tata and Sons,Goods Supplier,16BHMUU1880O7ZA,ZSQHD1257I,vihaan81@guha.com,4737345672,Champak Chakraborty,"52/67, Soni Road",Suite 47,Jaipur,Rajasthan,India,231609,6,ICICI Bank,249160648195,ICIC0158669,Blocked,2017-10-05,2019-04-09
129,SUP00129,Barad-Sant,Contractor,34KRACK6612D1ZU,YFWAJ1787G,widishabadal@parsa.biz,08588618345,Logan Chander,"53/444, Manne Path",Floor 3,Mysuru,Karnataka,India,012670,8,Punjab National Bank,0562915573066422,PUNJ0359862,Active,2025-03-04,2025-06-26
130,SUP00130,Sarraf-Radhakrishnan,Contractor,16CELRJ2386A3ZM,QDORF7921A,draj@bhardwaj-sarna.org,2087522707,Isha Datta,"12/21, Karpe Circle",Suite 38,Lucknow,Uttar Pradesh,India,257873,5,Yes Bank,700555629693,YES 0353283,Active,2020-07-13,2021-02-27
131,SUP00131,"Talwar, Atwal and Ramachandran",Goods Supplier,26JDTDY4401M8Z3,TOYQR3694J,soommen@setty-grover.com,1611941779,Forum Mandal,"H.No. 866, Sha Street",Suite 29,Lucknow,Uttar Pradesh,India,357996,9,HDFC Bank,45566109962,HDFC0982619,Blocked,2022-05-25,2025-09-06
132,SUP00132,"Sunder, More and Sabharwal",Service Provider,26AJWBC9169H8ZH,ZLDTG8778E,damini50@devi.org,+915434263342,Falan Ratti,"01
Narayan Road",Suite 29,Kolkata,West Bengal,India,633116,6,HDFC Bank,4963510954896155,HDFC0517875,Active,2017-11-07,2022-09-14
133,SUP00133,Goswami-Shanker,Service Provider,04URRUA8761M6ZO,AMUOE5874P,hritikdoshi@balan-wadhwa.com,01798061184,Yauvani Vora,"58/68, Varughese Street",Floor 13,Hyderabad,Telangana,India,549027,10,Kotak Mahindra Bank,3295919015164339,KOTA0192653,Active,2016-08-01,2023-12-04
134,SUP00134,"Parekh, Dixit and Madan",Contractor,08LZGQI4607D8ZK,JYGFI7719X,kritika01@narang-krishna.biz,01252708615,Edhitha Menon,"278, Dugar Chowk",Unit 69,Noida,Uttar Pradesh,India,190937,8,Punjab National Bank,60495899400943,PUNJ0230896,Active,2025-02-09,2026-03-26
135,SUP00135,"Kapadia, Mangat and Sathe",Raw Material Supplier,01RJAGV3272C6Z7,SUWZI7952S,aptearjun@gandhi.com,6560225259,Sathvik Pai,"60/931
Sachar",,Surat,Gujarat,India,377365,8,Kotak Mahindra Bank,20488839674,KOTA0799682,Inactive,2024-12-25,2025-07-20
136,SUP00136,Chhabra-Wason,Contractor,26XASJD9226A6ZU,ZNPES3057S,valabalvan@bedi.com,6998366135,Tejas Bora,"H.No. 194
Sengupta Nagar",Floor 1,Mysuru,Karnataka,India,008381,4,IndusInd Bank,32420219307,INDU0994647,Active,2024-09-09,2024-09-19
137,SUP00137,Srinivas and Sons,Logistics Provider,16GBOBP4362D3ZI,YKUIY0675B,raghav06@krish.info,+919647156248,Abhiram Kale,"H.No. 90
Lad Chowk",,Hyderabad,Telangana,India,959631,5,Punjab National Bank,61403023277647,PUNJ0684122,Active,2018-08-26,2022-05-06
138,SUP00138,Khurana and Sons,Equipment Vendor,13DPCBV8960O2ZO,PGDMR8192K,swaminathanchaitaly@pingle-kala.org,+918317299529,Harsh Talwar,"H.No. 10, Seshadri",,Chennai,Tamil Nadu,India,879884,5,HDFC Bank,33015653704,HDFC0834989,Active,2018-11-30,2024-03-29
139,SUP00139,Sankar and Sons,Raw Material Supplier,07KLEIC6016K6ZW,EKEYH0700A,chakradhar91@nigam.org,+915805727172,Naksh Vig,"47, Reddy Ganj",,Mysuru,Karnataka,India,684744,2,ICICI Bank,45944457899308,ICIC0911924,Under Review,2025-03-11,2025-08-05
140,SUP00140,Warrior Group,Service Provider,02MIEWM7357M0ZB,TPWYL7183F,dprasad@brahmbhatt.com,+917802289932,Caleb Lalla,"H.No. 641
Naidu Nagar",,New Delhi,Delhi,India,844073,10,ICICI Bank,883057279602,ICIC0785391,Active,2022-02-06,2022-04-23
141,SUP00141,"Shanker, Dubey and Mittal",Service Provider,21OWWCY8447W3Z1,SFXNJ4316R,anay79@bala-panchal.net,+916405728472,Isha Bawa,"153
Bora Chowk",Suite 3,Mumbai,Maharashtra,India,832821,1,ICICI Bank,34897588992313,ICIC0871562,Active,2025-02-15,2026-03-20
142,SUP00142,Padmanabhan-More,Equipment Vendor,18EWECL6124Y9ZZ,KQZHY8796I,mammenshravya@peri.com,+912905587716,Dhriti Soni,"H.No. 69
Wason Street",,New Delhi,Delhi,India,822323,8,Yes Bank,73580275640,YES 0481923,Active,2019-11-04,2023-11-09
143,SUP00143,Palla-Sanghvi,Contractor,20CEELV3427K8ZF,LUSGB6274Y,routucchal@golla.com,+919907192362,Yamini Kumer,"20/75
Vohra Zila",,Ludhiana,Punjab,India,661644,9,State Bank of India,049367285801,STAT0685157,Active,2022-05-29,2025-05-02
144,SUP00144,Palla and Sons,Raw Material Supplier,02CEDGS8728O4ZU,XZECA7433J,gcontractor@lalla.info,04609942827,Jai Dutt,"12, Saini",Unit 29,Jaipur,Rajasthan,India,067839,7,HDFC Bank,26878754439393,HDFC0614430,Active,2020-02-28,2026-05-21
145,SUP00145,Kapur-Dhillon,Contractor,28KCFSS8210R6Z6,USRTT8656U,desaialka@khatri.info,05884105793,Upma Tella,"501, Hans Path",,Chennai,Tamil Nadu,India,668415,7,State Bank of India,61546395288606,STAT0534945,Under Review,2021-01-17,2021-08-09
146,SUP00146,"Bal, Bajwa and Dave",Equipment Vendor,29MZIKA0273R6Z0,CCCPZ0795G,ridhi80@bhagat.com,02717732419,Gopal Kalla,"15
Bava Street",,Noida,Uttar Pradesh,India,669726,7,Axis Bank,20927339775,AXIS0670798,Active,2017-03-08,2026-05-11
147,SUP00147,"Gokhale, Deo and Barad",Service Provider,12LQGVV1430P6ZE,URBLS3893S,vritti55@nair.info,+918960846424,Panini Apte,"71/02
Bhatti Chowk",Suite 12,Kolkata,West Bengal,India,843257,2,HDFC Bank,52603010002,HDFC0663864,Under Review,2020-04-13,2024-09-03
148,SUP00148,Doctor LLC,Logistics Provider,03RTESY6482E6Z1,HKNZL6149J,chakrikaroy@narasimhan-din.com,+911554429458,Zilmil Bandi,"03, Sankar Chowk",,Kolkata,West Bengal,India,323830,6,Punjab National Bank,092917546699,PUNJ0854547,Active,2025-06-13,2026-01-14
149,SUP00149,Pathak LLC,Equipment Vendor,16HJJCG5049O3ZM,HMQZJ8120P,jayaramanishaan@deo.com,9924717464,Arunima Apte,"33/08, Bhagat",,Hyderabad,Telangana,India,121850,9,Punjab National Bank,58567691406892,PUNJ0259970,Active,2021-06-03,2024-03-03
150,SUP00150,Naik PLC,Service Provider,25VVISA7538V1ZC,WTVPL6545Y,ramachandranvasudha@pandey.com,05059594247,Mahika Mukhopadhyay,"H.No. 03, Sampath Zila",,New Delhi,Delhi,India,811038,3,Yes Bank,31957593285249,YES 0660984,Active,2019-03-13,2025-07-17
151,SUP00151,"Deep, Som and Choudhry",Service Provider,37JMOPF0494D9ZA,YTCYE1733S,bishakhamajumdar@gour.info,04830206684,Mitesh Roy,"H.No. 681, Iyengar Chowk",Unit 73,Ludhiana,Punjab,India,616512,1,State Bank of India,564872144714,STAT0345803,Under Review,2022-07-26,2024-03-12
152,SUP00152,Baria-Sathe,Goods Supplier,24IUCPP1354T4ZI,OMPZK5797A,araja@subramaniam-luthra.com,05118841977,Anvi Pradhan,"976
Jain Path",Floor 2,Lucknow,Uttar Pradesh,India,951496,5,Punjab National Bank,17356948003245,PUNJ0968687,Active,2025-04-30,2025-10-15
153,SUP00153,Dar-Reddy,Logistics Provider,23JISDO8324J5Z7,FKKJW7022Y,rdesai@shanker-rau.net,+911657929184,Christopher Chhabra,"629, Varty Chowk",,Kolkata,West Bengal,India,135940,5,Yes Bank,15056666570,YES 0692449,Active,2022-06-13,2022-10-07
154,SUP00154,Ganesh-Ganesh,Logistics Provider,15JRXHW6223Z3ZL,TOGBD7859T,nirja95@tailor.biz,6319243393,Shravya Kale,"H.No. 097, Dewan Path",Floor 17,Kolkata,West Bengal,India,500639,1,Punjab National Bank,17385360945764,PUNJ0628842,Blocked,2024-11-08,2026-04-23
155,SUP00155,Bains-Kashyap,Logistics Provider,15SOORQ6269J5ZC,BRFIU3594R,wraju@kurian.net,4642389006,Harini Kadakia,"H.No. 28
Chaudhary Nagar",Suite 13,New Delhi,Delhi,India,396097,4,State Bank of India,96669622575754,STAT0282418,Active,2023-03-06,2024-03-17
156,SUP00156,Tella-Morar,Raw Material Supplier,22FYOGF7214M3ZL,MOSQH0887W,tben@chopra-dhillon.com,8024925358,Yoshita Palla,"61/055, Sane Nagar",Floor 2,Kolkata,West Bengal,India,415465,9,Axis Bank,8089974450396595,AXIS0696823,Active,2023-07-31,2026-04-27
157,SUP00157,Ahuja-Bains,Service Provider,29ZZGCQ0447T1ZP,YTTPE4998I,ramachandranridhi@hayre-chaudry.com,+914993924277,Daniel Rana,"H.No. 745
Dutt Zila",Suite 18,Lucknow,Uttar Pradesh,India,365652,4,Punjab National Bank,55453410617142,PUNJ0804484,Active,2022-07-03,2024-04-08
158,SUP00158,"Wable, Rana and Pant",Logistics Provider,07MOMMD2217Y6Z6,JNTVB2128D,kjha@dugar-sathe.net,+916755377167,Simon Dave,"05/86, Rai Marg",,Bengaluru,Karnataka,India,279865,8,ICICI Bank,921986965515,ICIC0133877,Active,2020-01-14,2024-02-04
159,SUP00159,"Modi, Sibal and Sastry",Logistics Provider,33FLUSA9890D3Z9,SQTMU2840S,radhakrishnanisaiah@mandal-talwar.com,2962667586,Madhavi Kala,"23/68
Agate Marg",Suite 23,Lucknow,Uttar Pradesh,India,513198,7,Axis Bank,5870776257103436,AXIS0878174,Active,2024-07-08,2024-11-01
160,SUP00160,Chokshi Group,Contractor,02GPRJZ8385U2ZE,CFMAW2336K,thakkardalaja@murthy.biz,+911097331921,Kavya Kadakia,"39/38
Balay Path",Floor 5,Mysuru,Karnataka,India,702255,4,HDFC Bank,27795973892,HDFC0741104,Active,2018-05-22,2024-10-06
161,SUP00161,Bhakta LLC,Service Provider,27NYMVK7603V8ZI,SFBDZ7777R,brarchameli@srivastava.com,+915930341747,Raksha Swaminathan,"74/423
Kuruvilla Marg",Unit 66,Chennai,Tamil Nadu,India,433012,5,Axis Bank,78406628295,AXIS0959249,Active,2020-03-26,2022-03-26
162,SUP00162,Pant-Sood,Service Provider,10QZOIZ9300C0ZM,YLZVR6060N,ybahl@nagarajan.com,+914245494801,Ojas Tak,"44/567
Ghose Nagar",Unit 6,Amritsar,Punjab,India,200614,6,Punjab National Bank,828549817420,PUNJ0481892,Active,2019-04-13,2023-06-26
163,SUP00163,Subramanian-Gour,Raw Material Supplier,22MZCAA9948Q5ZE,PDITA5381P,wravel@barman.info,2079089520,Alexander Lad,"58/15
Radhakrishnan Road",,Kolkata,West Bengal,India,005128,3,HDFC Bank,5176995369097572,HDFC0229052,Active,2020-02-18,2025-06-13
164,SUP00164,Kuruvilla Group,Logistics Provider,14OWUAI2900I7ZS,RZCRL6782Y,ibarman@chandra.com,04132936849,Ekaja Baral,"H.No. 80, Rattan Ganj",Floor 16,Jaipur,Rajasthan,India,675751,8,Kotak Mahindra Bank,041734047807,KOTA0820608,Inactive,2019-10-27,2020-05-01
165,SUP00165,Kumar-Majumdar,Raw Material Supplier,02ZWIYW4650C9ZU,DGHHA5138H,nazarethvedhika@aggarwal.com,09131759007,Lekha Handa,"H.No. 72
Sheth Path",Floor 9,Chennai,Tamil Nadu,India,983152,1,Yes Bank,8776744840574160,YES 0939095,Active,2019-05-22,2023-06-27
166,SUP00166,Bora LLC,Logistics Provider,31ULVDL1300O1Z4,ORHZB7808F,indrajitchad@pradhan.net,+915866118589,Tamanna Prasad,"004
Palan Circle",Suite 34,Ahmedabad,Gujarat,India,460302,1,Kotak Mahindra Bank,61140974245,KOTA0690554,Active,2025-03-20,2025-11-09
167,SUP00167,Chacko Inc,Contractor,36CKYUJ9961T6Z6,DFURH5556A,atihari@modi.com,09784338395,Indrajit Samra,"H.No. 16, Mishra Marg",Suite 17,Surat,Gujarat,India,095607,5,State Bank of India,44627314562,STAT0578590,Active,2016-08-24,2017-04-04
168,SUP00168,Khanna Group,Equipment Vendor,07NFZYP9134R0ZG,KSSZB4890H,sainirishi@thakur.com,4008303506,Sachi Bobal,"49/96
Sharaf Marg",Floor 6,Hyderabad,Telangana,India,442860,2,State Bank of India,76469922163819,STAT0726683,Active,2020-10-22,2024-06-01
169,SUP00169,"Nair, Chana and Bhatt",Goods Supplier,26YEAEU2788C4ZZ,PYDWZ5695D,gaurora@sodhi.info,01611759178,Om Shan,"23
Barad Nagar",,New Delhi,Delhi,India,772305,2,Yes Bank,28861196811,YES 0140991,Active,2023-09-23,2025-05-17
170,SUP00170,"Sood, Sood and Loyal",Logistics Provider,14PRPSD8758L8Z4,QBMBD4788C,zarnadubey@virk-bali.com,02775944975,Wridesh Pandya,"H.No. 70
Kata Ganj",,Nagpur,Maharashtra,India,102197,8,HDFC Bank,552270859469,HDFC0881800,Active,2023-06-10,2025-12-28
171,SUP00171,Din Group,Contractor,31XIXGL4525I0Z1,NEWVI8205F,sarnalibni@mandal-more.com,6666257657,Leela Ramaswamy,"H.No. 58, Srivastava",Floor 18,Lucknow,Uttar Pradesh,India,222634,7,Punjab National Bank,3383564312532301,PUNJ0136740,Active,2023-09-17,2024-06-16
172,SUP00172,Srinivas LLC,Logistics Provider,12GEQDI0996J9ZV,RZXFI7925A,pillaymanbir@nazareth-barad.info,+913910311224,Nirja Kamdar,"H.No. 61, Pillai Circle",Unit 55,Jaipur,Rajasthan,India,217751,5,Yes Bank,40235986792,YES 0584039,Active,2023-10-09,2024-06-06
173,SUP00173,"Chahal, Deshmukh and Sachar",Logistics Provider,20ENWJN6621M0Z3,SJYTQ4960E,bhanumatiprabhakar@bakshi-kurian.com,1321041259,Yamini Hayre,"96/47, Subramaniam Marg",,Pune,Maharashtra,India,003778,1,Axis Bank,933844405401,AXIS0942108,Active,2021-04-02,2025-01-16
174,SUP00174,"Modi, Basu and Kumar",Raw Material Supplier,04MELGT2686G2Z9,VPFCL4024Z,krishnamahika@dora-konda.com,2631402955,Kevin Chaudhry,"71/14
Comar Road",Suite 1,New Delhi,Delhi,India,919540,6,ICICI Bank,932113573062,ICIC0688272,Blocked,2018-03-21,2022-03-01
175,SUP00175,"Tara, Sehgal and Chaudhari",Goods Supplier,34PAWKS4041P5ZD,DKSAC1969F,chowdhuryzayan@arya.net,+918822029171,David Kapadia,"28/40
Bali Path",Suite 35,Coimbatore,Tamil Nadu,India,194464,3,Punjab National Bank,0622867633841107,PUNJ0611386,Active,2017-10-15,2021-07-26
176,SUP00176,Shan-Prasad,Contractor,33DVBSD3223I0ZP,JRXWP0202N,riya15@sodhi-vora.com,6847930703,Vedhika Korpal,"H.No. 77, Gola Chowk",Suite 21,New Delhi,Delhi,India,558323,7,Axis Bank,51659931410,AXIS0572488,Active,2017-07-05,2020-09-26
177,SUP00177,Kara Ltd,Service Provider,34ODJRS9817I0ZR,MSHIR2435L,hemangini55@bumb.biz,+912724105869,Falak Sanghvi,"22
Natt Road",Suite 12,Chennai,Tamil Nadu,India,386931,9,State Bank of India,431051151195,STAT0104549,Active,2022-06-30,2024-08-09
